,ta,rh,vel,met,clo,thermal_sensation
271,23.863333333333323,40.52929201399715,0.0943333333333333,1.0,0.6235799999999999,0.5
272,23.77,37.75856859067476,0.1029999999999999,1.0,0.6454599999999999,0.5
273,23.41,39.80956866285664,0.0726666666666666,1.0,0.70016,2.0
274,23.469999999999995,38.18686210088505,0.086,1.0,0.70016,2.1
275,23.393333333333324,37.94849877107106,0.1083333333333333,1.0,0.5907600000000001,0.0
276,23.52,37.68525054554125,0.089,1.3999999999999997,0.5907600000000001,1.0
277,23.026666666666667,36.810931113430726,0.1526666666666666,1.0,0.7045199999999997,-0.2
278,22.13666666666667,33.93502597342986,0.102,1.3999999999999997,0.7045199999999997,0.0
279,22.95,37.00756550047331,0.086,1.0,0.618,-1.0
280,22.72666666666667,35.22395114975851,0.0739999999999999,1.2,0.618,0.0
281,23.04,36.88217681018658,0.0893333333333333,1.0,0.8899199999999998,0.0
282,22.63666666666667,35.00818115209088,0.066,1.0,0.8899199999999998,2.0
283,22.903333333333325,36.96003220687002,0.0833333333333333,1.2,0.97644,0.0
284,22.47333333333332,34.782116095169435,0.0743333333333333,1.0,0.97644,0.0
285,23.416666666666668,39.28462532083931,0.086,1.0,0.6235799999999999,0.0
286,23.47333333333332,37.946138215908775,0.061,1.2,0.6235799999999999,0.0
287,23.013333333333325,36.967075566947976,0.057,1.3999999999999997,0.6427200000000002,2.0
288,23.16,36.74099191769587,0.0876666666666666,1.2,0.7045199999999997,-1.3
289,22.7,36.05071087215228,0.1043333333333333,1.0,0.9888,-1.5
290,23.02,36.00124446052462,0.0613333333333333,1.0,0.95172,1.0
291,23.096666666666664,36.4548547648108,0.0666666666666666,1.0,0.95172,2.0
292,23.46,35.90864619058722,0.094,1.2,0.72924,-1.0
293,23.10666666666667,35.518686849141346,0.132,1.0,0.72924,0.0
294,23.7,38.8819308387212,0.0793333333333333,1.2,0.70016,-0.5
295,23.38666666666667,36.0432071604747,0.0746666666666666,1.0,0.70016,0.0
296,23.88333333333333,38.22150158382855,0.0923333333333333,1.0,0.69216,1.0
297,23.9,37.43898877653698,0.1173333333333333,1.0,0.69216,0.0
298,24.06,37.99771587509184,0.093,1.0,0.6454599999999999,0.0
299,23.896666666666665,36.71490139369042,0.1103333333333333,1.0,0.6454599999999999,0.5
300,23.70333333333332,38.50697635677313,0.0783333333333333,1.2,0.70016,0.6
301,23.663333333333327,36.3556568079636,0.0816666666666666,1.2,0.70016,0.2
302,22.386666666666667,36.44863754962963,0.0556666666666666,1.0,0.6427200000000002,0.0
303,23.55333333333332,37.969602781940445,0.0586666666666666,1.0,0.5907600000000001,1.2
304,23.06333333333332,35.489647658940044,0.0716666666666666,1.2,0.618,0.0
305,23.01666666666668,35.54108340878892,0.076,1.0,0.6427200000000002,0.0
306,22.956666666666667,35.64099531477988,0.098,1.2,0.6798000000000001,0.0
307,23.54,37.7424679962171,0.0663333333333333,1.0,0.6235799999999999,-1.0
308,22.69,39.383655859104806,0.0453333333333333,1.0,0.54384,2.0
309,22.62,36.80906099468776,0.058,1.0,0.54384,0.0
310,22.846666666666664,38.79903525982534,0.0836666666666666,1.0,0.6674399999999999,-0.3000000000000001
311,22.36666666666667,36.42766443029427,0.0943333333333333,1.0,0.6674399999999999,0.0
312,23.103333333333325,38.30495097965209,0.081,1.0,0.81576,1.0
313,22.97333333333332,37.670346099332086,0.0716666666666666,1.0,0.81576,1.0
314,22.98,38.30356227980728,0.134,1.0,0.76632,0.0
315,23.26333333333332,35.719809737639274,0.0689999999999999,1.0,0.76632,1.0
316,23.536666666666665,36.434515577876205,0.075,1.0,0.8775599999999999,-1.0
317,23.84,36.565106876426384,0.0803333333333333,1.0,0.6454599999999999,0.0
318,23.733333333333324,36.95138579336547,0.0956666666666666,1.2,0.70016,0.0
319,23.48,37.315776445187645,0.0563333333333333,1.3999999999999997,0.5907600000000001,0.2
320,22.826666666666668,36.22563603970568,0.1273333333333333,1.0,0.77868,0.0
321,22.96333333333332,35.34802560200392,0.1139999999999999,1.0,0.77868,0.0
322,22.913333333333327,35.550624364581374,0.0626666666666666,1.0,0.9888,1.0
323,22.933333333333323,35.693860498577614,0.0756666666666666,1.2,0.7910399999999999,0.0
324,22.73333333333332,36.23136009530826,0.0996666666666666,1.2,0.6674399999999999,0.0
325,23.026666666666667,35.54402766527892,0.0729999999999999,1.2,0.6674399999999999,0.0
326,23.423333333333325,37.69966921200742,0.0606666666666666,1.0,0.6235799999999999,1.0
327,22.596666666666668,39.52656929074898,0.0673333333333333,1.0,0.7415999999999998,0.0
328,22.683333333333323,38.865868976245885,0.077,1.0,0.51912,0.1
329,22.69666666666668,38.91401736922465,0.0643333333333333,1.2,0.69216,0.0
330,22.93,38.65627382784887,0.0576666666666666,1.2,0.72924,1.0
331,22.85,38.474942792958615,0.098,1.0,0.6674399999999999,-0.1
332,22.69,36.77912125826828,0.0833333333333333,1.2,0.6674399999999999,0.1
333,22.88,37.883943871739774,0.049,1.0,0.70016,0.0
334,23.67666666666667,37.86826485280604,0.0739999999999999,1.0,0.70016,0.0
335,23.65333333333333,35.981857866304246,0.0896666666666666,1.0,0.6674399999999999,0.0
336,23.776666666666667,37.46223732821216,0.0813333333333333,1.0,0.6454599999999999,0.0
337,23.73333333333332,36.57537192161651,0.0743333333333333,1.2,0.70016,0.1
338,23.8,57.0,0.26,1.706484641638225,0.35,-2.0
339,23.5,56.0,0.08,1.706484641638225,0.95,-2.0
340,25.0,58.0,0.18,1.2286689419795225,0.54,
341,24.2,58.0,0.24,1.006825938566553,0.73,-1.0
342,23.0,58.0,0.15,1.706484641638225,0.62,1.0
343,25.0,63.0,0.15,0.9385665529010238,0.8300000000000001,1.0
344,20.8,72.0,0.6599999999999999,1.1774744027303754,0.62,-1.0
345,25.0,63.0,0.25,1.6552901023890785,0.57,1.0
346,25.5,56.0,0.25,1.706484641638225,0.48,2.0
347,25.4,57.0,0.08,1.877133105802048,0.42,0.0
348,23.2,67.0,0.35,1.0409556313993171,0.6699999999999999,-1.0
349,23.3,60.0,0.0899999999999999,1.0238907849829348,0.65,0.0
350,23.4,65.0,0.55,1.3139931740614337,,-1.0
351,22.7,67.0,0.63,1.1774744027303754,0.61,-2.0
352,22.2,69.0,0.2,1.245733788395904,0.57,-1.0
353,25.0,52.0,0.23,1.7918088737201363,0.39,0.0
354,24.2,56.0,0.07,1.706484641638225,0.51,-2.0
355,22.5,59.0,0.14,1.4505119453924913,0.48,-1.0
356,25.9,59.0,0.37,1.348122866894198,0.62,0.0
357,24.8,62.0,0.19,1.0921501706484644,0.75,2.0
358,25.9,59.0,0.2800000000000001,1.36518771331058,0.9,1.0
359,22.5,59.0,0.17,1.4675767918088738,0.6,-1.0
360,22.3,65.0,0.35,1.36518771331058,0.52,2.0
361,23.4,68.0,0.22,1.245733788395904,0.57,0.0
362,21.9,71.0,0.27,1.3139931740614337,0.39,-2.0
363,21.9,70.0,0.12,1.0238907849829348,1.12,-3.0
364,21.9,73.0,0.46,1.2286689419795225,0.9,-3.0
365,22.5,66.0,0.25,0.9385665529010238,0.71,-1.0
366,22.0,66.0,0.2,1.1774744027303754,0.52,-3.0
367,22.5,66.0,0.25,1.006825938566553,0.7899999999999999,1.0
368,21.6,73.0,0.46,1.1604095563139931,0.4300000000000001,0.0
369,22.1,72.0,0.26,1.4163822525597267,0.57,-2.0
370,22.5,53.0,0.04,1.2969283276450512,0.48,0.0
371,25.8,50.0,0.05,1.194539249146758,0.52,0.0
372,23.8,59.0,0.14,1.0238907849829348,0.74,0.0
373,26.3,57.0,0.0899999999999999,1.4675767918088738,0.74,2.0
374,23.8,59.0,0.15,1.1092150170648465,0.6799999999999999,0.0
375,23.3,58.0,0.0899999999999999,0.9385665529010238,0.6699999999999999,-1.0
376,21.3,48.0,0.0899999999999999,1.2798634812286689,0.6,-1.0
377,22.9,61.0,0.45,1.1433447098976108,0.57,0.0
378,24.0,50.0,0.07,1.706484641638225,0.39,2.0
379,22.3,57.0,0.25,1.0921501706484644,0.6599999999999999,-2.0
380,23.0,59.0,0.23,1.2286689419795225,0.51,0.0
381,24.9,54.0,0.15,1.1092150170648465,0.63,1.0
382,24.5,54.0,0.08,1.2116040955631395,0.71,1.0
383,24.7,53.0,0.01,1.6040955631399318,0.6599999999999999,1.0
384,23.0,59.0,0.23,1.2798634812286689,0.52,-1.0
385,23.6,40.0,0.05,1.706484641638225,0.51,0.0
386,20.6,53.0,0.75,1.3139931740614337,0.6899999999999998,0.0
387,22.4,35.0,0.06,1.1092150170648465,0.71,-1.0
388,22.4,32.0,0.03,1.0238907849829348,1.4399999999999995,1.0
389,22.9,27.0,0.07,1.1092150170648465,0.97,2.0
390,21.3,31.0,0.03,1.0238907849829348,0.6799999999999999,-1.0
391,21.3,34.0,0.1,1.331058020477816,0.51,-1.0
392,22.2,29.0,0.05,1.0238907849829348,0.77,0.0
393,21.6,31.0,0.1,1.1433447098976108,0.74,-2.0
394,22.3,28.0,0.25,1.245733788395904,1.02,0.0
395,21.3,31.0,0.05,1.4505119453924913,0.77,0.0
396,23.1,42.0,0.06,1.36518771331058,0.57,1.0
397,23.0,42.0,0.11,1.3225255972696244,0.81,-1.0
398,23.7,41.0,0.02,1.159129692832764,0.76,1.0
399,23.4,40.0,0.07,1.122013651877133,0.52,0.0
400,22.1,42.0,0.44,1.194539249146758,0.4,-1.0
401,22.9,42.0,0.0899999999999999,1.002559726962457,0.6,-1.0
402,23.6,40.0,0.07,1.1518771331058022,0.46,1.0
403,22.9,43.0,0.06,1.2372013651877132,0.88,0.0
404,22.9,41.0,0.14,1.1092150170648465,0.99,1.0
405,25.2,37.0,0.3299999999999999,1.501706484641638,0.62,3.0
406,25.1,37.0,0.1,2.6160409556314,0.51,1.0
407,25.2,37.0,0.3299999999999999,1.3225255972696244,0.46,0.0
408,22.7,46.0,0.21,1.706484641638225,0.52,2.0
409,26.2,38.0,0.05,1.1518771331058022,0.61,1.0
410,24.0,41.0,0.05,1.407849829351536,0.8300000000000001,1.0
411,23.9,41.0,0.07,1.1092150170648465,0.4300000000000001,0.0
